category,title,description,upvotes,has_images,hour,area,priority
streetlight,Streetlight issue in HSR Layout,dangerous for women at night due to dark kamba. This is happening in HSR Layout near the landmark.,14,1,17,HSR Layout,medium
streetlight,Streetlight issue in Jayanagar,"dark road at night, no lights. This is happening in Jayanagar near the landmark.",46,1,12,Jayanagar,high
streetlight,Streetlight issue in HSR Layout,entire block has no streetlights. This is happening in HSR Layout near the landmark.,1,0,10,HSR Layout,low
streetlight,Streetlight issue in HSR Layout,entire block has no streetlights. This is happening in HSR Layout near the landmark.,5,1,12,HSR Layout,medium
streetlight,Streetlight issue in Whitefield,bulb fused in streetlight. This is happening in Whitefield near the landmark.,42,1,1,Whitefield,high
streetlight,Streetlight issue in HSR Layout,unsafe area at night due to no streetlights. This is happening in HSR Layout near the landmark.,17,1,8,HSR Layout,medium
streetlight,Streetlight issue in Malleshwaram,kamba broken in recent rain. This is happening in Malleshwaram near the landmark.,6,0,2,Malleshwaram,medium
streetlight,Streetlight issue in Malleshwaram,light kamba not working. This is happening in Malleshwaram near the landmark.,40,1,13,Malleshwaram,high
streetlight,Streetlight issue in Jayanagar,streetlight not working since week. This is happening in Jayanagar near the landmark.,7,0,9,Jayanagar,medium
streetlight,Streetlight issue in HSR Layout,kamba broken in recent rain. This is happening in HSR Layout near the landmark.,37,0,18,HSR Layout,high
streetlight,Streetlight issue in Indiranagar,entire block has no streetlights. This is happening in Indiranagar near the landmark.,5,1,3,Indiranagar,medium
streetlight,Streetlight issue in HSR Layout,dangerous for women at night due to dark kamba. This is happening in HSR Layout near the landmark.,9,0,8,HSR Layout,medium
streetlight,Streetlight issue in MG Road,bulb fused in streetlight. This is happening in MG Road near the landmark.,11,1,19,MG Road,medium
streetlight,Streetlight issue in HSR Layout,entire block has no streetlights. This is happening in HSR Layout near the landmark.,42,1,23,HSR Layout,high
streetlight,Streetlight issue in HSR Layout,bulb fused in streetlight. This is happening in HSR Layout near the landmark.,37,1,0,HSR Layout,high
streetlight,Streetlight issue in Jayanagar,"dark road at night, no lights. This is happening in Jayanagar near the landmark.",29,0,16,Jayanagar,high
streetlight,Streetlight issue in Indiranagar,streetlight not working since week. This is happening in Indiranagar near the landmark.,18,1,6,Indiranagar,medium
streetlight,Streetlight issue in Koramangala,flickering light on main road. This is happening in Koramangala near the landmark.,44,0,15,Koramangala,high
streetlight,Streetlight issue in Indiranagar,night time visibility is zero on this street. This is happening in Indiranagar near the landmark.,41,0,19,Indiranagar,high
streetlight,Streetlight issue in MG Road,dangerous for women at night due to dark kamba. This is happening in MG Road near the landmark.,15,0,19,MG Road,medium
streetlight,Streetlight issue in Malleshwaram,light kamba not working. This is happening in Malleshwaram near the landmark.,49,0,9,Malleshwaram,high
streetlight,Streetlight issue in MG Road,unsafe area at night due to no streetlights. This is happening in MG Road near the landmark.,47,0,9,MG Road,high
streetlight,Streetlight issue in Jayanagar,dangerous for women at night due to dark kamba. This is happening in Jayanagar near the landmark.,13,0,13,Jayanagar,medium
streetlight,Streetlight issue in Malleshwaram,entire block has no streetlights. This is happening in Malleshwaram near the landmark.,35,0,8,Malleshwaram,high
streetlight,Streetlight issue in Indiranagar,dangerous for women at night due to dark kamba. This is happening in Indiranagar near the landmark.,8,1,15,Indiranagar,medium
streetlight,Streetlight issue in Malleshwaram,kamba broken in recent rain. This is happening in Malleshwaram near the landmark.,22,0,6,Malleshwaram,medium
streetlight,Streetlight issue in Malleshwaram,dangerous for women at night due to dark kamba. This is happening in Malleshwaram near the landmark.,26,0,20,Malleshwaram,high
streetlight,Streetlight issue in Whitefield,unsafe area at night due to no streetlights. This is happening in Whitefield near the landmark.,4,1,16,Whitefield,low
streetlight,Streetlight issue in HSR Layout,night time visibility is zero on this street. This is happening in HSR Layout near the landmark.,29,1,23,HSR Layout,high
streetlight,Streetlight issue in Malleshwaram,flickering light on main road. This is happening in Malleshwaram near the landmark.,23,1,8,Malleshwaram,medium
streetlight,Streetlight issue in Indiranagar,night time visibility is zero on this street. This is happening in Indiranagar near the landmark.,42,1,20,Indiranagar,high
streetlight,Streetlight issue in Malleshwaram,unsafe area at night due to no streetlights. This is happening in Malleshwaram near the landmark.,28,0,17,Malleshwaram,high
streetlight,Streetlight issue in MG Road,entire block has no streetlights. This is happening in MG Road near the landmark.,48,0,5,MG Road,high
streetlight,Streetlight issue in Koramangala,streetlight not working since week. This is happening in Koramangala near the landmark.,16,1,2,Koramangala,medium
streetlight,Streetlight issue in Koramangala,dangerous for women at night due to dark kamba. This is happening in Koramangala near the landmark.,18,1,12,Koramangala,medium
streetlight,Streetlight issue in Whitefield,"dark road at night, no lights. This is happening in Whitefield near the landmark.",45,0,12,Whitefield,high
streetlight,Streetlight issue in HSR Layout,kamba broken in recent rain. This is happening in HSR Layout near the landmark.,37,0,17,HSR Layout,high
streetlight,Streetlight issue in Koramangala,night time visibility is zero on this street. This is happening in Koramangala near the landmark.,17,0,9,Koramangala,medium
streetlight,Streetlight issue in Malleshwaram,dangerous for women at night due to dark kamba. This is happening in Malleshwaram near the landmark.,13,0,16,Malleshwaram,medium
streetlight,Streetlight issue in Whitefield,unsafe area at night due to no streetlights. This is happening in Whitefield near the landmark.,1,1,5,Whitefield,low
streetlight,Streetlight issue in Indiranagar,dangerous for women at night due to dark kamba. This is happening in Indiranagar near the landmark.,2,1,14,Indiranagar,low
streetlight,Streetlight issue in MG Road,flickering light on main road. This is happening in MG Road near the landmark.,36,0,2,MG Road,high
streetlight,Streetlight issue in MG Road,dangerous for women at night due to dark kamba. This is happening in MG Road near the landmark.,44,0,8,MG Road,high
streetlight,Streetlight issue in Whitefield,kamba broken in recent rain. This is happening in Whitefield near the landmark.,22,0,9,Whitefield,medium
streetlight,Streetlight issue in Indiranagar,bulb fused in streetlight. This is happening in Indiranagar near the landmark.,16,1,12,Indiranagar,medium
streetlight,Streetlight issue in Malleshwaram,night time visibility is zero on this street. This is happening in Malleshwaram near the landmark.,9,0,5,Malleshwaram,medium
streetlight,Streetlight issue in Whitefield,night time visibility is zero on this street. This is happening in Whitefield near the landmark.,15,1,2,Whitefield,medium
streetlight,Streetlight issue in MG Road,bulb fused in streetlight. This is happening in MG Road near the landmark.,29,0,13,MG Road,high
streetlight,Streetlight issue in HSR Layout,light kamba not working. This is happening in HSR Layout near the landmark.,25,1,9,HSR Layout,medium
streetlight,Streetlight issue in Malleshwaram,unsafe area at night due to no streetlights. This is happening in Malleshwaram near the landmark.,14,0,14,Malleshwaram,medium
streetlight,Streetlight issue in Malleshwaram,night time visibility is zero on this street. This is happening in Malleshwaram near the landmark.,9,1,12,Malleshwaram,medium
streetlight,Streetlight issue in Koramangala,dangerous for women at night due to dark kamba. This is happening in Koramangala near the landmark.,38,0,19,Koramangala,high
streetlight,Streetlight issue in Malleshwaram,light kamba not working. This is happening in Malleshwaram near the landmark.,13,0,13,Malleshwaram,medium
streetlight,Streetlight issue in Koramangala,unsafe area at night due to no streetlights. This is happening in Koramangala near the landmark.,4,1,14,Koramangala,low
streetlight,Streetlight issue in HSR Layout,"dark road at night, no lights. This is happening in HSR Layout near the landmark.",11,0,18,HSR Layout,medium
streetlight,Streetlight issue in MG Road,dangerous for women at night due to dark kamba. This is happening in MG Road near the landmark.,31,1,8,MG Road,high
streetlight,Streetlight issue in Jayanagar,bulb fused in streetlight. This is happening in Jayanagar near the landmark.,8,0,11,Jayanagar,medium
streetlight,Streetlight issue in Indiranagar,unsafe area at night due to no streetlights. This is happening in Indiranagar near the landmark.,0,1,5,Indiranagar,low
streetlight,Streetlight issue in Whitefield,streetlight not working since week. This is happening in Whitefield near the landmark.,14,1,16,Whitefield,medium
streetlight,Streetlight issue in Malleshwaram,night time visibility is zero on this street. This is happening in Malleshwaram near the landmark.,31,0,5,Malleshwaram,high
streetlight,Streetlight issue in Whitefield,"dark road at night, no lights. This is happening in Whitefield near the landmark.",47,0,16,Whitefield,high
streetlight,Streetlight issue in Indiranagar,night time visibility is zero on this street. This is happening in Indiranagar near the landmark.,41,0,8,Indiranagar,high
streetlight,Streetlight issue in Jayanagar,kamba broken in recent rain. This is happening in Jayanagar near the landmark.,49,0,19,Jayanagar,high
streetlight,Streetlight issue in Koramangala,flickering light on main road. This is happening in Koramangala near the landmark.,28,0,12,Koramangala,high
streetlight,Streetlight issue in Whitefield,kamba broken in recent rain. This is happening in Whitefield near the landmark.,25,0,14,Whitefield,medium
streetlight,Streetlight issue in HSR Layout,entire block has no streetlights. This is happening in HSR Layout near the landmark.,45,0,6,HSR Layout,high
streetlight,Streetlight issue in Malleshwaram,dangerous for women at night due to dark kamba. This is happening in Malleshwaram near the landmark.,16,1,18,Malleshwaram,medium
streetlight,Streetlight issue in HSR Layout,entire block has no streetlights. This is happening in HSR Layout near the landmark.,50,1,3,HSR Layout,high
streetlight,Streetlight issue in Whitefield,light kamba not working. This is happening in Whitefield near the landmark.,46,0,20,Whitefield,high
streetlight,Streetlight issue in Whitefield,entire block has no streetlights. This is happening in Whitefield near the landmark.,16,0,11,Whitefield,medium
streetlight,Streetlight issue in Jayanagar,dangerous for women at night due to dark kamba. This is happening in Jayanagar near the landmark.,45,0,10,Jayanagar,high
streetlight,Streetlight issue in Indiranagar,light kamba not working. This is happening in Indiranagar near the landmark.,8,0,23,Indiranagar,medium
streetlight,Streetlight issue in MG Road,streetlight not working since week. This is happening in MG Road near the landmark.,35,0,20,MG Road,high
streetlight,Streetlight issue in Whitefield,bulb fused in streetlight. This is happening in Whitefield near the landmark.,12,1,15,Whitefield,medium
streetlight,Streetlight issue in MG Road,flickering light on main road. This is happening in MG Road near the landmark.,49,0,17,MG Road,high
streetlight,Streetlight issue in Jayanagar,unsafe area at night due to no streetlights. This is happening in Jayanagar near the landmark.,6,1,14,Jayanagar,medium
streetlight,Streetlight issue in Jayanagar,entire block has no streetlights. This is happening in Jayanagar near the landmark.,18,1,12,Jayanagar,medium
streetlight,Streetlight issue in Koramangala,"dark road at night, no lights. This is happening in Koramangala near the landmark.",48,0,4,Koramangala,high
streetlight,Streetlight issue in MG Road,dangerous for women at night due to dark kamba. This is happening in MG Road near the landmark.,19,0,4,MG Road,medium
streetlight,Streetlight issue in HSR Layout,unsafe area at night due to no streetlights. This is happening in HSR Layout near the landmark.,9,0,11,HSR Layout,medium
streetlight,Streetlight issue in Whitefield,streetlight not working since week. This is happening in Whitefield near the landmark.,32,0,13,Whitefield,high
streetlight,Streetlight issue in MG Road,entire block has no streetlights. This is happening in MG Road near the landmark.,10,0,12,MG Road,medium
streetlight,Streetlight issue in Indiranagar,light kamba not working. This is happening in Indiranagar near the landmark.,41,1,20,Indiranagar,high
streetlight,Streetlight issue in MG Road,night time visibility is zero on this street. This is happening in MG Road near the landmark.,12,0,23,MG Road,medium
streetlight,Streetlight issue in MG Road,kamba broken in recent rain. This is happening in MG Road near the landmark.,8,0,5,MG Road,medium
streetlight,Streetlight issue in Indiranagar,light kamba not working. This is happening in Indiranagar near the landmark.,50,1,19,Indiranagar,high
streetlight,Streetlight issue in MG Road,unsafe area at night due to no streetlights. This is happening in MG Road near the landmark.,27,0,21,MG Road,high
streetlight,Streetlight issue in Malleshwaram,flickering light on main road. This is happening in Malleshwaram near the landmark.,46,0,22,Malleshwaram,high
streetlight,Streetlight issue in Whitefield,entire block has no streetlights. This is happening in Whitefield near the landmark.,22,0,19,Whitefield,medium
streetlight,Streetlight issue in MG Road,light kamba not working. This is happening in MG Road near the landmark.,50,1,17,MG Road,high
streetlight,Streetlight issue in HSR Layout,streetlight not working since week. This is happening in HSR Layout near the landmark.,16,0,15,HSR Layout,medium
streetlight,Streetlight issue in Whitefield,flickering light on main road. This is happening in Whitefield near the landmark.,16,1,9,Whitefield,medium
streetlight,Streetlight issue in Malleshwaram,flickering light on main road. This is happening in Malleshwaram near the landmark.,34,0,21,Malleshwaram,high
streetlight,Streetlight issue in HSR Layout,kamba broken in recent rain. This is happening in HSR Layout near the landmark.,31,1,21,HSR Layout,high
streetlight,Streetlight issue in HSR Layout,"dark road at night, no lights. This is happening in HSR Layout near the landmark.",3,0,8,HSR Layout,low
streetlight,Streetlight issue in MG Road,kamba broken in recent rain. This is happening in MG Road near the landmark.,10,0,10,MG Road,medium
streetlight,Streetlight issue in MG Road,"dark road at night, no lights. This is happening in MG Road near the landmark.",31,1,20,MG Road,high
streetlight,Streetlight issue in Whitefield,kamba broken in recent rain. This is happening in Whitefield near the landmark.,43,0,23,Whitefield,high
streetlight,Streetlight issue in Koramangala,kamba broken in recent rain. This is happening in Koramangala near the landmark.,6,0,2,Koramangala,medium
streetlight,Streetlight issue in Whitefield,dangerous for women at night due to dark kamba. This is happening in Whitefield near the landmark.,45,1,11,Whitefield,high
streetlight,Streetlight issue in Whitefield,bulb fused in streetlight. This is happening in Whitefield near the landmark.,43,0,9,Whitefield,high
streetlight,Streetlight issue in MG Road,bulb fused in streetlight. This is happening in MG Road near the landmark.,14,0,21,MG Road,medium
streetlight,Streetlight issue in Koramangala,light kamba not working. This is happening in Koramangala near the landmark.,7,1,6,Koramangala,medium
streetlight,Streetlight issue in HSR Layout,kamba broken in recent rain. This is happening in HSR Layout near the landmark.,8,1,18,HSR Layout,medium
streetlight,Streetlight issue in MG Road,bulb fused in streetlight. This is happening in MG Road near the landmark.,43,1,12,MG Road,high
streetlight,Streetlight issue in Whitefield,night time visibility is zero on this street. This is happening in Whitefield near the landmark.,33,1,14,Whitefield,high
streetlight,Streetlight issue in Malleshwaram,night time visibility is zero on this street. This is happening in Malleshwaram near the landmark.,44,0,22,Malleshwaram,high
streetlight,Streetlight issue in Jayanagar,flickering light on main road. This is happening in Jayanagar near the landmark.,6,0,14,Jayanagar,medium
streetlight,Streetlight issue in Indiranagar,dangerous for women at night due to dark kamba. This is happening in Indiranagar near the landmark.,45,1,5,Indiranagar,high
streetlight,Streetlight issue in MG Road,light kamba not working. This is happening in MG Road near the landmark.,12,1,7,MG Road,medium
streetlight,Streetlight issue in Malleshwaram,unsafe area at night due to no streetlights. This is happening in Malleshwaram near the landmark.,13,1,21,Malleshwaram,medium
streetlight,Streetlight issue in Malleshwaram,entire block has no streetlights. This is happening in Malleshwaram near the landmark.,12,1,6,Malleshwaram,medium
streetlight,Streetlight issue in Jayanagar,night time visibility is zero on this street. This is happening in Jayanagar near the landmark.,40,0,11,Jayanagar,high
streetlight,Streetlight issue in Koramangala,unsafe area at night due to no streetlights. This is happening in Koramangala near the landmark.,42,0,8,Koramangala,high
streetlight,Streetlight issue in HSR Layout,night time visibility is zero on this street. This is happening in HSR Layout near the landmark.,42,1,0,HSR Layout,high
streetlight,Streetlight issue in HSR Layout,night time visibility is zero on this street. This is happening in HSR Layout near the landmark.,32,0,5,HSR Layout,high
streetlight,Streetlight issue in Koramangala,streetlight not working since week. This is happening in Koramangala near the landmark.,34,0,5,Koramangala,high
streetlight,Streetlight issue in MG Road,light kamba not working. This is happening in MG Road near the landmark.,13,1,15,MG Road,medium
streetlight,Streetlight issue in HSR Layout,"dark road at night, no lights. This is happening in HSR Layout near the landmark.",7,1,21,HSR Layout,medium
streetlight,Streetlight issue in Malleshwaram,dangerous for women at night due to dark kamba. This is happening in Malleshwaram near the landmark.,17,1,4,Malleshwaram,medium
streetlight,Streetlight issue in Koramangala,dangerous for women at night due to dark kamba. This is happening in Koramangala near the landmark.,36,0,10,Koramangala,high
streetlight,Streetlight issue in Jayanagar,"dark road at night, no lights. This is happening in Jayanagar near the landmark.",49,0,23,Jayanagar,high
streetlight,Streetlight issue in Whitefield,night time visibility is zero on this street. This is happening in Whitefield near the landmark.,15,1,21,Whitefield,medium
streetlight,Streetlight issue in HSR Layout,flickering light on main road. This is happening in HSR Layout near the landmark.,18,1,18,HSR Layout,medium
streetlight,Streetlight issue in Jayanagar,flickering light on main road. This is happening in Jayanagar near the landmark.,49,0,23,Jayanagar,high
streetlight,Streetlight issue in HSR Layout,light kamba not working. This is happening in HSR Layout near the landmark.,29,0,22,HSR Layout,high
streetlight,Streetlight issue in Jayanagar,"dark road at night, no lights. This is happening in Jayanagar near the landmark.",28,0,4,Jayanagar,high
streetlight,Streetlight issue in HSR Layout,entire block has no streetlights. This is happening in HSR Layout near the landmark.,20,0,4,HSR Layout,medium
streetlight,Streetlight issue in Whitefield,light kamba not working. This is happening in Whitefield near the landmark.,28,0,0,Whitefield,high
streetlight,Streetlight issue in Indiranagar,streetlight not working since week. This is happening in Indiranagar near the landmark.,26,0,19,Indiranagar,high
streetlight,Streetlight issue in Koramangala,bulb fused in streetlight. This is happening in Koramangala near the landmark.,15,1,15,Koramangala,medium
streetlight,Streetlight issue in Whitefield,entire block has no streetlights. This is happening in Whitefield near the landmark.,42,0,0,Whitefield,high
streetlight,Streetlight issue in Whitefield,bulb fused in streetlight. This is happening in Whitefield near the landmark.,30,1,15,Whitefield,high
streetlight,Streetlight issue in Whitefield,unsafe area at night due to no streetlights. This is happening in Whitefield near the landmark.,25,1,14,Whitefield,medium
streetlight,Streetlight issue in MG Road,bulb fused in streetlight. This is happening in MG Road near the landmark.,24,1,0,MG Road,medium
streetlight,Streetlight issue in Malleshwaram,"dark road at night, no lights. This is happening in Malleshwaram near the landmark.",47,0,14,Malleshwaram,high
streetlight,Streetlight issue in HSR Layout,kamba broken in recent rain. This is happening in HSR Layout near the landmark.,16,0,5,HSR Layout,medium
streetlight,Streetlight issue in Malleshwaram,dangerous for women at night due to dark kamba. This is happening in Malleshwaram near the landmark.,27,1,3,Malleshwaram,high
streetlight,Streetlight issue in Jayanagar,night time visibility is zero on this street. This is happening in Jayanagar near the landmark.,43,1,20,Jayanagar,high
streetlight,Streetlight issue in Malleshwaram,kamba broken in recent rain. This is happening in Malleshwaram near the landmark.,23,1,19,Malleshwaram,medium
streetlight,Streetlight issue in MG Road,dangerous for women at night due to dark kamba. This is happening in MG Road near the landmark.,17,1,21,MG Road,medium
streetlight,Streetlight issue in Jayanagar,dangerous for women at night due to dark kamba. This is happening in Jayanagar near the landmark.,34,1,3,Jayanagar,high
streetlight,Streetlight issue in MG Road,unsafe area at night due to no streetlights. This is happening in MG Road near the landmark.,34,0,12,MG Road,high
streetlight,Streetlight issue in Whitefield,night time visibility is zero on this street. This is happening in Whitefield near the landmark.,36,1,13,Whitefield,high
streetlight,Streetlight issue in MG Road,light kamba not working. This is happening in MG Road near the landmark.,15,1,19,MG Road,medium
streetlight,Streetlight issue in MG Road,night time visibility is zero on this street. This is happening in MG Road near the landmark.,39,1,7,MG Road,high
streetlight,Streetlight issue in Koramangala,unsafe area at night due to no streetlights. This is happening in Koramangala near the landmark.,45,1,10,Koramangala,high
streetlight,Streetlight issue in Whitefield,dangerous for women at night due to dark kamba. This is happening in Whitefield near the landmark.,20,0,19,Whitefield,medium
streetlight,Streetlight issue in Whitefield,streetlight not working since week. This is happening in Whitefield near the landmark.,2,1,2,Whitefield,low
streetlight,Streetlight issue in Jayanagar,entire block has no streetlights. This is happening in Jayanagar near the landmark.,10,0,10,Jayanagar,medium
streetlight,Streetlight issue in HSR Layout,entire block has no streetlights. This is happening in HSR Layout near the landmark.,50,0,11,HSR Layout,high
streetlight,Streetlight issue in Malleshwaram,"dark road at night, no lights. This is happening in Malleshwaram near the landmark.",19,1,1,Malleshwaram,medium
streetlight,Streetlight issue in Jayanagar,night time visibility is zero on this street. This is happening in Jayanagar near the landmark.,18,0,8,Jayanagar,medium
streetlight,Streetlight issue in Jayanagar,unsafe area at night due to no streetlights. This is happening in Jayanagar near the landmark.,35,0,5,Jayanagar,high
streetlight,Streetlight issue in Malleshwaram,flickering light on main road. This is happening in Malleshwaram near the landmark.,6,0,1,Malleshwaram,medium
streetlight,Streetlight issue in HSR Layout,unsafe area at night due to no streetlights. This is happening in HSR Layout near the landmark.,1,1,15,HSR Layout,low
streetlight,Streetlight issue in Koramangala,unsafe area at night due to no streetlights. This is happening in Koramangala near the landmark.,0,1,6,Koramangala,low
streetlight,Streetlight issue in Malleshwaram,light kamba not working. This is happening in Malleshwaram near the landmark.,6,1,2,Malleshwaram,medium
streetlight,Streetlight issue in Indiranagar,night time visibility is zero on this street. This is happening in Indiranagar near the landmark.,43,0,21,Indiranagar,high
streetlight,Streetlight issue in Whitefield,bulb fused in streetlight. This is happening in Whitefield near the landmark.,33,0,6,Whitefield,high
streetlight,Streetlight issue in Malleshwaram,entire block has no streetlights. This is happening in Malleshwaram near the landmark.,19,0,13,Malleshwaram,medium
streetlight,Streetlight issue in Jayanagar,streetlight not working since week. This is happening in Jayanagar near the landmark.,2,0,0,Jayanagar,low
streetlight,Streetlight issue in MG Road,unsafe area at night due to no streetlights. This is happening in MG Road near the landmark.,41,1,16,MG Road,high
streetlight,Streetlight issue in Malleshwaram,streetlight not working since week. This is happening in Malleshwaram near the landmark.,13,1,13,Malleshwaram,medium
streetlight,Streetlight issue in MG Road,light kamba not working. This is happening in MG Road near the landmark.,46,1,8,MG Road,high
streetlight,Streetlight issue in HSR Layout,"dark road at night, no lights. This is happening in HSR Layout near the landmark.",50,1,6,HSR Layout,high
streetlight,Streetlight issue in Jayanagar,flickering light on main road. This is happening in Jayanagar near the landmark.,44,0,19,Jayanagar,high
streetlight,Streetlight issue in Jayanagar,bulb fused in streetlight. This is happening in Jayanagar near the landmark.,40,0,13,Jayanagar,high
streetlight,Streetlight issue in Jayanagar,streetlight not working since week. This is happening in Jayanagar near the landmark.,6,1,19,Jayanagar,medium
streetlight,Streetlight issue in Jayanagar,unsafe area at night due to no streetlights. This is happening in Jayanagar near the landmark.,37,0,16,Jayanagar,high
streetlight,Streetlight issue in Jayanagar,"dark road at night, no lights. This is happening in Jayanagar near the landmark.",28,0,6,Jayanagar,high
streetlight,Streetlight issue in Whitefield,entire block has no streetlights. This is happening in Whitefield near the landmark.,1,0,4,Whitefield,low
streetlight,Streetlight issue in Indiranagar,"dark road at night, no lights. This is happening in Indiranagar near the landmark.",26,0,9,Indiranagar,high
streetlight,Streetlight issue in Jayanagar,entire block has no streetlights. This is happening in Jayanagar near the landmark.,11,0,4,Jayanagar,medium
streetlight,Streetlight issue in HSR Layout,flickering light on main road. This is happening in HSR Layout near the landmark.,8,0,4,HSR Layout,medium
streetlight,Streetlight issue in Whitefield,streetlight not working since week. This is happening in Whitefield near the landmark.,37,0,20,Whitefield,high
streetlight,Streetlight issue in HSR Layout,light kamba not working. This is happening in HSR Layout near the landmark.,34,0,7,HSR Layout,high
streetlight,Streetlight issue in Jayanagar,flickering light on main road. This is happening in Jayanagar near the landmark.,25,0,14,Jayanagar,medium
streetlight,Streetlight issue in Whitefield,streetlight not working since week. This is happening in Whitefield near the landmark.,33,1,17,Whitefield,high
streetlight,Streetlight issue in HSR Layout,flickering light on main road. This is happening in HSR Layout near the landmark.,21,1,1,HSR Layout,medium
streetlight,Streetlight issue in HSR Layout,entire block has no streetlights. This is happening in HSR Layout near the landmark.,13,0,10,HSR Layout,medium
streetlight,Streetlight issue in Malleshwaram,dangerous for women at night due to dark kamba. This is happening in Malleshwaram near the landmark.,48,0,3,Malleshwaram,high
streetlight,Streetlight issue in HSR Layout,bulb fused in streetlight. This is happening in HSR Layout near the landmark.,6,0,1,HSR Layout,medium
streetlight,Streetlight issue in Malleshwaram,dangerous for women at night due to dark kamba. This is happening in Malleshwaram near the landmark.,26,0,14,Malleshwaram,high
streetlight,Streetlight issue in Koramangala,light kamba not working. This is happening in Koramangala near the landmark.,26,0,1,Koramangala,high
streetlight,Streetlight issue in Jayanagar,flickering light on main road. This is happening in Jayanagar near the landmark.,8,0,23,Jayanagar,medium
streetlight,Streetlight issue in Indiranagar,flickering light on main road. This is happening in Indiranagar near the landmark.,7,0,1,Indiranagar,medium
streetlight,Streetlight issue in HSR Layout,flickering light on main road. This is happening in HSR Layout near the landmark.,10,1,12,HSR Layout,medium
streetlight,Streetlight issue in Indiranagar,unsafe area at night due to no streetlights. This is happening in Indiranagar near the landmark.,33,1,3,Indiranagar,high
streetlight,Streetlight issue in Indiranagar,light kamba not working. This is happening in Indiranagar near the landmark.,35,0,18,Indiranagar,high
streetlight,Streetlight issue in Jayanagar,entire block has no streetlights. This is happening in Jayanagar near the landmark.,38,1,9,Jayanagar,high
streetlight,Streetlight issue in Whitefield,bulb fused in streetlight. This is happening in Whitefield near the landmark.,22,0,18,Whitefield,medium
streetlight,Streetlight issue in Whitefield,night time visibility is zero on this street. This is happening in Whitefield near the landmark.,6,0,3,Whitefield,medium
streetlight,Streetlight issue in Malleshwaram,night time visibility is zero on this street. This is happening in Malleshwaram near the landmark.,27,1,12,Malleshwaram,high
streetlight,Streetlight issue in Koramangala,light kamba not working. This is happening in Koramangala near the landmark.,20,1,8,Koramangala,medium
streetlight,Streetlight issue in MG Road,streetlight not working since week. This is happening in MG Road near the landmark.,29,1,14,MG Road,high
streetlight,Streetlight issue in HSR Layout,night time visibility is zero on this street. This is happening in HSR Layout near the landmark.,35,0,9,HSR Layout,high
streetlight,Streetlight issue in Koramangala,kamba broken in recent rain. This is happening in Koramangala near the landmark.,20,0,8,Koramangala,medium
streetlight,Streetlight issue in Jayanagar,flickering light on main road. This is happening in Jayanagar near the landmark.,31,0,15,Jayanagar,high
streetlight,Streetlight issue in MG Road,"dark road at night, no lights. This is happening in MG Road near the landmark.",9,1,4,MG Road,medium
streetlight,Streetlight issue in Indiranagar,"dark road at night, no lights. This is happening in Indiranagar near the landmark.",15,1,8,Indiranagar,medium
streetlight,Streetlight issue in Jayanagar,bulb fused in streetlight. This is happening in Jayanagar near the landmark.,8,0,21,Jayanagar,medium
streetlight,Streetlight issue in Malleshwaram,bulb fused in streetlight. This is happening in Malleshwaram near the landmark.,41,1,19,Malleshwaram,high
streetlight,Streetlight issue in Koramangala,night time visibility is zero on this street. This is happening in Koramangala near the landmark.,50,1,7,Koramangala,high
streetlight,Streetlight issue in HSR Layout,entire block has no streetlights. This is happening in HSR Layout near the landmark.,7,0,22,HSR Layout,medium
streetlight,Streetlight issue in Indiranagar,entire block has no streetlights. This is happening in Indiranagar near the landmark.,37,0,21,Indiranagar,high
streetlight,Streetlight issue in Koramangala,light kamba not working. This is happening in Koramangala near the landmark.,4,1,4,Koramangala,low
streetlight,Streetlight issue in HSR Layout,dangerous for women at night due to dark kamba. This is happening in HSR Layout near the landmark.,10,1,11,HSR Layout,medium
streetlight,Streetlight issue in Indiranagar,flickering light on main road. This is happening in Indiranagar near the landmark.,11,0,5,Indiranagar,medium
streetlight,Streetlight issue in Whitefield,bulb fused in streetlight. This is happening in Whitefield near the landmark.,16,1,13,Whitefield,medium
streetlight,Streetlight issue in HSR Layout,streetlight not working since week. This is happening in HSR Layout near the landmark.,12,1,19,HSR Layout,medium
streetlight,Streetlight issue in Jayanagar,night time visibility is zero on this street. This is happening in Jayanagar near the landmark.,49,0,20,Jayanagar,high
streetlight,Streetlight issue in Malleshwaram,entire block has no streetlights. This is happening in Malleshwaram near the landmark.,25,0,21,Malleshwaram,medium
streetlight,Streetlight issue in Jayanagar,kamba broken in recent rain. This is happening in Jayanagar near the landmark.,11,1,4,Jayanagar,medium
streetlight,Streetlight issue in Whitefield,unsafe area at night due to no streetlights. This is happening in Whitefield near the landmark.,26,0,23,Whitefield,high
streetlight,Streetlight issue in Malleshwaram,night time visibility is zero on this street. This is happening in Malleshwaram near the landmark.,2,1,11,Malleshwaram,low
streetlight,Streetlight issue in Koramangala,entire block has no streetlights. This is happening in Koramangala near the landmark.,6,1,3,Koramangala,medium
streetlight,Streetlight issue in Malleshwaram,bulb fused in streetlight. This is happening in Malleshwaram near the landmark.,10,1,17,Malleshwaram,medium
streetlight,Streetlight issue in Jayanagar,night time visibility is zero on this street. This is happening in Jayanagar near the landmark.,38,0,0,Jayanagar,high
streetlight,Streetlight issue in Jayanagar,unsafe area at night due to no streetlights. This is happening in Jayanagar near the landmark.,15,0,13,Jayanagar,medium
